Time,Discharge(m^3 s^-1),Observed(m^3 s^-1),Precip(mm h^-1),PET(mm h^-1),SM(%),Fast Flow(mm*1000),Slow Flow(mm*1000)
2022-07-27 14:46,57737.02,nan,0.88,0.58,25.67,0.0313,0.0260
2022-07-27 14:48,57738.97,nan,0.90,0.58,25.68,0.0325,0.0263
2022-07-27 14:50,57740.94,nan,0.88,0.58,25.69,0.0322,0.0266
2022-07-27 14:52,57742.92,nan,0.87,0.58,25.70,0.0318,0.0265
2022-07-27 14:54,57744.91,nan,0.89,0.58,25.70,0.0328,0.0267
2022-07-27 14:56,57746.92,nan,0.88,0.58,25.71,0.0322,0.0273
2022-07-27 14:58,57748.94,nan,0.88,0.58,25.72,0.0318,0.0266
2022-07-27 15:00,57750.97,nan,0.89,0.58,25.73,0.0324,0.0273
2022-07-27 15:02,57753.02,nan,0.92,0.58,25.74,0.0341,0.0279
2022-07-27 15:04,57755.08,nan,0.92,0.58,25.75,0.0341,0.0277
2022-07-27 15:06,57757.14,nan,0.94,0.58,25.76,0.0350,0.0283
2022-07-27 15:08,57759.21,nan,0.94,0.58,25.77,0.0351,0.0286
2022-07-27 15:10,57761.30,nan,0.93,0.58,25.78,0.0350,0.0289
2022-07-27 15:12,57763.40,nan,0.92,0.58,25.79,0.0341,0.0290
2022-07-27 15:14,57765.51,nan,0.91,0.58,25.80,0.0342,0.0287
2022-07-27 15:16,57767.63,nan,0.91,0.58,25.81,0.0338,0.0291
2022-07-27 15:18,57769.76,nan,0.91,0.58,25.82,0.0338,0.0296
2022-07-27 15:20,57771.89,nan,0.91,0.58,25.83,0.0333,0.0299
2022-07-27 15:22,57774.04,nan,0.93,0.58,25.84,0.0339,0.0304
2022-07-27 15:24,57776.20,nan,0.93,0.58,25.85,0.0334,0.0304
2022-07-27 15:26,57778.37,nan,0.92,0.58,25.86,0.0326,0.0312
2022-07-27 15:28,57780.54,nan,0.92,0.58,25.87,0.0330,0.0309
2022-07-27 15:30,57782.72,nan,0.92,0.58,25.88,0.0330,0.0310
2022-07-27 15:32,57784.90,nan,0.91,0.58,25.89,0.0327,0.0311
2022-07-27 15:34,57787.10,nan,0.89,0.58,25.90,0.0317,0.0306
2022-07-27 15:36,57789.30,nan,0.91,0.58,25.91,0.0322,0.0315
2022-07-27 15:38,57791.52,nan,0.90,0.58,25.92,0.0317,0.0314
2022-07-27 15:40,57793.73,nan,0.90,0.58,25.92,0.0318,0.0312
2022-07-27 15:42,57795.96,nan,0.88,0.58,25.93,0.0299,0.0316
2022-07-27 15:44,57798.19,nan,0.85,0.58,25.94,0.0282,0.0307
2022-07-27 15:46,57800.43,nan,0.86,0.58,25.95,0.0277,0.0316
2022-07-27 15:48,57802.69,nan,0.85,0.58,25.96,0.0278,0.0317
2022-07-27 15:50,57804.95,nan,0.82,0.58,25.96,0.0257,0.0311
2022-07-27 15:52,57807.21,nan,0.83,0.58,25.97,0.0256,0.0320
2022-07-27 15:54,57809.48,nan,0.83,0.58,25.98,0.0251,0.0318
2022-07-27 15:56,57811.77,nan,0.84,0.58,25.99,0.0255,0.0324
2022-07-27 15:58,57814.07,nan,0.85,0.58,26.00,0.0262,0.0332
2022-07-27 16:00,57816.37,nan,0.82,0.58,26.00,0.0242,0.0323
2022-07-27 16:02,57818.68,nan,0.82,0.58,26.01,0.0237,0.0325
2022-07-27 16:04,57821.00,nan,0.83,0.58,26.02,0.0248,0.0323
2022-07-27 16:06,57823.33,nan,0.83,0.58,26.03,0.0248,0.0327
2022-07-27 16:08,57825.66,nan,0.81,0.58,26.04,0.0234,0.0323
2022-07-27 16:10,57828.01,nan,0.80,0.58,26.04,0.0222,0.0317
2022-07-27 16:12,57830.36,nan,0.81,0.58,26.05,0.0226,0.0319
2022-07-27 16:14,57832.72,nan,0.80,0.58,26.06,0.0227,0.0313
2022-07-27 16:16,57835.09,nan,0.77,0.58,26.07,0.0214,0.0310
2022-07-27 16:18,57837.47,nan,0.75,0.58,26.07,0.0200,0.0308
2022-07-27 16:20,57839.86,nan,0.74,0.58,26.08,0.0199,0.0306
2022-07-27 16:22,57842.27,nan,0.75,0.58,26.09,0.0195,0.0314
2022-07-27 16:24,57844.68,nan,0.73,0.58,26.09,0.0190,0.0303
2022-07-27 16:26,57847.11,nan,0.73,0.58,26.10,0.0195,0.0302
2022-07-27 16:28,57849.54,nan,0.75,0.58,26.11,0.0203,0.0311
2022-07-27 16:30,57851.99,nan,0.72,0.58,26.12,0.0206,0.0294
2022-07-27 16:32,57854.45,nan,0.72,0.58,26.12,0.0197,0.0302
2022-07-27 16:34,57856.93,nan,0.75,0.58,26.13,0.0210,0.0315
2022-07-27 16:36,57859.41,nan,0.76,0.58,26.14,0.0218,0.0317
2022-07-27 16:38,57861.91,nan,0.77,0.58,26.14,0.0220,0.0321
2022-07-27 16:40,57864.41,nan,0.77,0.58,26.15,0.0222,0.0319
2022-07-27 16:42,57866.94,nan,0.75,0.58,26.16,0.0215,0.0319
2022-07-27 16:44,57869.46,nan,0.73,0.58,26.17,0.0220,0.0310
2022-07-27 16:46,57872.01,nan,0.73,0.58,26.17,0.0223,0.0310
2022-07-27 16:48,57874.55,nan,0.73,0.58,26.18,0.0235,0.0316
2022-07-27 16:50,57877.12,nan,0.71,0.58,26.19,0.0237,0.0303
2022-07-27 16:52,57879.70,nan,0.71,0.58,26.19,0.0238,0.0301
2022-07-27 16:54,57882.28,nan,0.70,0.58,26.20,0.0243,0.0297
2022-07-27 16:56,57884.88,nan,0.67,0.58,26.21,0.0232,0.0288
2022-07-27 16:58,57887.50,nan,0.68,0.58,26.21,0.0237,0.0288
2022-07-27 17:00,57890.14,nan,0.67,0.58,26.22,0.0238,0.0281
2022-07-27 17:02,57892.77,nan,0.66,0.58,26.22,0.0237,0.0278
2022-07-27 17:04,57895.43,nan,0.66,0.58,26.23,0.0239,0.0269
2022-07-27 17:06,57898.09,nan,0.64,0.58,26.24,0.0233,0.0270
2022-07-27 17:08,57900.78,nan,0.65,0.58,26.24,0.0238,0.0268
2022-07-27 17:10,57903.47,nan,0.62,0.58,26.25,0.0232,0.0253
2022-07-27 17:12,57906.18,nan,0.61,0.58,26.25,0.0230,0.0250
2022-07-27 17:14,57908.90,nan,0.63,0.58,26.26,0.0244,0.0249
2022-07-27 17:16,57911.63,nan,0.62,0.58,26.26,0.0245,0.0243
2022-07-27 17:18,57914.37,nan,0.61,0.58,26.27,0.0250,0.0241
2022-07-27 17:20,57917.12,nan,0.62,0.58,26.27,0.0266,0.0235
2022-07-27 17:22,57919.90,nan,0.62,0.58,26.28,0.0271,0.0234
2022-07-27 17:24,57922.68,nan,0.62,0.58,26.28,0.0275,0.0237
2022-07-27 17:26,57925.48,nan,0.61,0.58,26.29,0.0276,0.0229
2022-07-27 17:28,57928.28,nan,0.61,0.58,26.29,0.0275,0.0228
2022-07-27 17:30,57931.09,nan,0.59,0.58,26.30,0.0267,0.0219
2022-07-27 17:32,57933.92,nan,0.58,0.58,26.30,0.0262,0.0223
2022-07-27 17:34,57936.77,nan,0.58,0.58,26.31,0.0266,0.0225
2022-07-27 17:36,57939.61,nan,0.60,0.58,26.31,0.0282,0.0226
2022-07-27 17:38,57942.47,nan,0.59,0.58,26.32,0.0280,0.0228
2022-07-27 17:40,57945.35,nan,0.59,0.58,26.32,0.0287,0.0226
2022-07-27 17:42,57948.24,nan,0.58,0.58,26.32,0.0281,0.0223
2022-07-27 17:44,57951.14,nan,0.57,0.58,26.33,0.0281,0.0226
2022-07-27 17:46,57954.05,nan,0.57,0.58,26.33,0.0289,0.0223
2022-07-27 17:48,57956.98,nan,0.58,0.58,26.34,0.0288,0.0228
2022-07-27 17:50,57959.92,nan,0.57,0.58,26.34,0.0289,0.0224
2022-07-27 17:52,57962.86,nan,0.57,0.58,26.35,0.0292,0.0225
2022-07-27 17:54,57965.83,nan,0.57,0.58,26.35,0.0295,0.0225
2022-07-27 17:56,57968.80,nan,0.56,0.58,26.36,0.0297,0.0221
2022-07-27 17:58,57971.77,nan,0.56,0.58,26.36,0.0297,0.0219
2022-07-27 18:00,57974.77,nan,0.56,0.58,26.37,0.0304,0.0220
2022-07-27 18:02,57977.77,nan,0.55,0.58,26.37,0.0307,0.0217
2022-07-27 18:04,57980.79,nan,0.55,0.58,26.38,0.0303,0.0216
2022-07-27 18:06,57983.81,nan,0.55,0.58,26.38,0.0310,0.0215
2022-07-27 18:08,57986.85,nan,0.55,0.58,26.38,0.0308,0.0213
2022-07-27 18:10,57989.89,nan,0.54,0.58,26.39,0.0298,0.0212
2022-07-27 18:12,57992.95,nan,0.52,0.58,26.39,0.0289,0.0206
2022-07-27 18:14,57996.01,nan,0.50,0.58,26.40,0.0272,0.0203
2022-07-27 18:16,57999.09,nan,0.49,0.58,26.40,0.0264,0.0201
2022-07-27 18:18,58002.18,nan,0.49,0.58,26.40,0.0262,0.0208
2022-07-27 18:20,58005.29,nan,0.48,0.58,26.41,0.0247,0.0203
2022-07-27 18:22,58008.40,nan,0.47,0.58,26.41,0.0236,0.0200
2022-07-27 18:24,58011.53,nan,0.46,0.58,26.42,0.0228,0.0198
2022-07-27 18:26,58014.66,nan,0.44,0.58,26.42,0.0213,0.0195
2022-07-27 18:28,58017.81,nan,0.44,0.58,26.42,0.0217,0.0197
2022-07-27 18:30,58020.97,nan,0.44,0.58,26.43,0.0222,0.0199
2022-07-27 18:32,58024.14,nan,0.44,0.58,26.43,0.0218,0.0195
2022-07-27 18:34,58027.32,nan,0.43,0.58,26.43,0.0214,0.0198
2022-07-27 18:36,58030.51,nan,0.42,0.58,26.44,0.0210,0.0199
2022-07-27 18:38,58033.71,nan,0.42,0.58,26.44,0.0207,0.0203
2022-07-27 18:40,58036.92,nan,0.40,0.58,26.44,0.0191,0.0201
2022-07-27 18:42,58040.14,nan,0.41,0.58,26.44,0.0197,0.0201
2022-07-27 18:44,58043.37,nan,0.39,0.58,26.45,0.0179,0.0205
2022-07-27 18:46,58046.62,nan,0.40,0.58,26.45,0.0184,0.0208
2022-07-27 18:48,58049.88,nan,0.40,0.58,26.45,0.0189,0.0205
2022-07-27 18:50,58053.15,nan,0.39,0.58,26.46,0.0180,0.0206
2022-07-27 18:52,58056.43,nan,0.37,0.58,26.46,0.0163,0.0201
2022-07-27 18:54,58059.73,nan,0.38,0.58,26.46,0.0167,0.0206
2022-07-27 18:56,58063.03,nan,0.37,0.58,26.46,0.0162,0.0207
2022-07-27 18:58,58066.33,nan,0.37,0.58,26.47,0.0165,0.0207
2022-07-27 19:00,58069.65,nan,0.37,0.58,26.47,0.0159,0.0211
2022-07-27 19:02,58072.98,nan,0.37,0.58,26.47,0.0161,0.0213
2022-07-27 19:04,58076.33,nan,0.37,0.58,26.47,0.0166,0.0215
2022-07-27 19:06,58079.69,nan,0.36,0.58,26.47,0.0164,0.0206
2022-07-27 19:08,58083.06,nan,0.34,0.58,26.48,0.0156,0.0199
2022-07-27 19:10,58086.43,nan,0.34,0.58,26.48,0.0155,0.0201
2022-07-27 19:12,58089.83,nan,0.33,0.58,26.48,0.0143,0.0199
2022-07-27 19:14,58093.23,nan,0.33,0.58,26.48,0.0139,0.0199
2022-07-27 19:16,58096.64,nan,0.32,0.58,26.48,0.0128,0.0195
2022-07-27 19:18,58100.06,nan,0.31,0.58,26.48,0.0129,0.0190
2022-07-27 19:20,58103.50,nan,0.31,0.58,26.49,0.0130,0.0190
2022-07-27 19:22,58106.95,nan,0.32,0.58,26.49,0.0138,0.0192
2022-07-27 19:24,58110.41,nan,0.31,0.58,26.49,0.0126,0.0185
2022-07-27 19:26,58113.88,nan,0.31,0.58,26.49,0.0128,0.0183
2022-07-27 19:28,58117.36,nan,0.30,0.58,26.49,0.0126,0.0178
2022-07-27 19:30,58120.86,nan,0.30,0.58,26.49,0.0126,0.0178
2022-07-27 19:32,58124.36,nan,0.30,0.58,26.50,0.0126,0.0179
2022-07-27 19:34,58127.88,nan,0.29,0.58,26.50,0.0121,0.0165
2022-07-27 19:36,58131.41,nan,0.27,0.58,26.50,0.0116,0.0161
2022-07-27 19:38,58134.95,nan,0.31,0.58,26.50,0.0159,0.0171
2022-07-27 19:40,58138.51,nan,0.31,0.58,26.50,0.0163,0.0171
2022-07-27 19:42,58142.07,nan,0.32,0.58,26.50,0.0176,0.0171
2022-07-27 19:44,58145.65,nan,0.32,0.58,26.50,0.0182,0.0165
2022-07-27 19:46,58149.24,nan,0.31,0.58,26.50,0.0181,0.0162
2022-07-27 19:48,58152.84,nan,0.29,0.58,26.51,0.0154,0.0151
2022-07-27 19:50,58156.43,nan,0.28,0.58,26.51,0.0152,0.0150
2022-07-27 19:52,58160.05,nan,0.28,0.58,26.51,0.0151,0.0146
2022-07-27 19:54,58163.67,nan,0.28,0.58,26.51,0.0149,0.0145
2022-07-27 19:56,58167.31,nan,0.28,0.58,26.51,0.0142,0.0144
2022-07-27 19:58,58170.97,nan,0.27,0.58,26.51,0.0131,0.0141
2022-07-27 20:00,58174.63,nan,0.27,0.58,26.51,0.0130,0.0140
2022-07-27 20:02,58178.30,nan,0.26,0.58,26.51,0.0115,0.0139
2022-07-27 20:04,58181.99,nan,0.26,0.58,26.51,0.0112,0.0138
2022-07-27 20:06,58185.68,nan,0.25,0.58,26.51,0.0101,0.0132
2022-07-27 20:08,58189.39,nan,0.23,0.58,26.51,0.0089,0.0126
2022-07-27 20:10,58193.11,nan,0.22,0.58,26.51,0.0077,0.0122
2022-07-27 20:12,58196.84,nan,0.21,0.58,26.52,0.0070,0.0114
2022-07-27 20:14,58200.58,nan,0.21,0.58,26.52,0.0068,0.0113
2022-07-27 20:16,58204.34,nan,0.20,0.58,26.52,0.0065,0.0117
2022-07-27 20:18,58208.10,nan,0.19,0.58,26.52,0.0059,0.0104
2022-07-27 20:20,58211.88,nan,0.18,0.58,26.52,0.0053,0.0104
2022-07-27 20:22,58215.67,nan,0.18,0.58,26.52,0.0050,0.0101
2022-07-27 20:24,58219.46,nan,0.17,0.58,26.51,0.0040,0.0099
2022-07-27 20:26,58223.27,nan,0.16,0.58,26.51,0.0036,0.0094
2022-07-27 20:28,58227.08,nan,0.15,0.58,26.51,0.0035,0.0092
2022-07-27 20:30,58230.90,nan,0.15,0.58,26.51,0.0033,0.0091
2022-07-27 20:32,58234.73,nan,0.15,0.58,26.51,0.0029,0.0089
2022-07-27 20:34,58238.57,nan,0.14,0.58,26.51,0.0028,0.0082
2022-07-27 20:36,58242.43,nan,0.14,0.58,26.51,0.0027,0.0082
2022-07-27 20:38,58246.30,nan,0.14,0.58,26.51,0.0026,0.0081
2022-07-27 20:40,58250.17,nan,0.13,0.58,26.51,0.0025,0.0075
2022-07-27 20:42,58254.05,nan,0.13,0.58,26.51,0.0024,0.0076
2022-07-27 20:44,58257.94,nan,0.12,0.58,26.51,0.0022,0.0069
2022-07-27 20:46,58261.84,nan,0.12,0.58,26.51,0.0023,0.0065
2022-07-27 20:48,58265.75,nan,0.12,0.58,26.51,0.0025,0.0063
2022-07-27 20:50,58269.66,nan,0.12,0.58,26.50,0.0030,0.0060
2022-07-27 20:52,58273.58,nan,0.12,0.58,26.50,0.0033,0.0056
2022-07-27 20:54,58277.52,nan,0.11,0.58,26.50,0.0026,0.0051
2022-07-27 20:56,58281.46,nan,0.10,0.58,26.50,0.0022,0.0046
2022-07-27 20:58,58285.42,nan,0.10,0.58,26.50,0.0020,0.0043
2022-07-27 21:00,58289.38,nan,0.09,0.58,26.50,0.0019,0.0041
2022-07-27 21:02,58293.34,nan,0.09,0.58,26.50,0.0020,0.0041
2022-07-27 21:04,58297.32,nan,0.09,0.58,26.49,0.0019,0.0038
2022-07-27 21:06,58301.30,nan,0.09,0.58,26.49,0.0019,0.0037
2022-07-27 21:08,58305.29,nan,0.09,0.58,26.49,0.0017,0.0037
2022-07-27 21:10,58309.30,nan,0.09,0.58,26.49,0.0017,0.0036
2022-07-27 21:12,58313.31,nan,0.09,0.58,26.49,0.0016,0.0035
2022-07-27 21:14,58317.32,nan,0.09,0.58,26.49,0.0017,0.0035
2022-07-27 21:16,58321.34,nan,0.09,0.58,26.48,0.0017,0.0033
2022-07-27 21:18,58325.37,nan,0.09,0.58,26.48,0.0016,0.0033
2022-07-27 21:20,58329.40,nan,0.08,0.58,26.48,0.0015,0.0031
2022-07-27 21:22,58333.45,nan,0.08,0.58,26.48,0.0016,0.0030
2022-07-27 21:24,58337.49,nan,0.09,0.58,26.48,0.0018,0.0029
2022-07-27 21:26,58341.55,nan,0.09,0.58,26.48,0.0021,0.0028
2022-07-27 21:28,58345.60,nan,0.09,0.58,26.48,0.0021,0.0026
2022-07-27 21:30,58349.67,nan,0.09,0.58,26.47,0.0022,0.0026
2022-07-27 21:32,58353.75,nan,0.09,0.58,26.47,0.0023,0.0026
2022-07-27 21:34,58357.82,nan,0.09,0.58,26.47,0.0026,0.0027
2022-07-27 21:36,58361.90,nan,0.09,0.58,26.47,0.0028,0.0027
2022-07-27 21:38,58365.98,nan,0.10,0.58,26.47,0.0029,0.0026
2022-07-27 21:40,58370.06,nan,0.10,0.58,26.47,0.0032,0.0028
2022-07-27 21:42,58374.15,nan,0.10,0.58,26.46,0.0030,0.0029
2022-07-27 21:44,58378.25,nan,0.11,0.58,26.46,0.0033,0.0030
2022-07-27 21:46,58382.35,nan,0.11,0.58,26.46,0.0034,0.0031
2022-07-27 21:48,58386.45,nan,0.10,0.58,26.46,0.0033,0.0031
2022-07-27 21:50,58390.56,nan,0.11,0.58,26.46,0.0037,0.0033
2022-07-27 21:52,58394.67,nan,0.11,0.58,26.46,0.0038,0.0034
2022-07-27 21:54,58398.79,nan,0.12,0.58,26.46,0.0043,0.0035
2022-07-27 21:56,58402.91,nan,0.12,0.58,26.45,0.0047,0.0034
2022-07-27 21:58,58407.04,nan,0.12,0.58,26.45,0.0051,0.0035
2022-07-27 22:00,58411.17,nan,0.13,0.58,26.45,0.0054,0.0035
2022-07-27 22:02,58415.30,nan,0.13,0.58,26.45,0.0052,0.0035
2022-07-27 22:04,58419.44,nan,0.13,0.58,26.45,0.0055,0.0036
2022-07-27 22:06,58423.59,nan,0.13,0.58,26.45,0.0057,0.0036
2022-07-27 22:08,58427.74,nan,0.15,0.58,26.45,0.0065,0.0038
2022-07-27 22:10,58431.90,nan,0.15,0.58,26.45,0.0065,0.0038
2022-07-27 22:12,58436.07,nan,0.16,0.58,26.45,0.0070,0.0039
2022-07-27 22:14,58440.23,nan,0.16,0.58,26.44,0.0073,0.0040
2022-07-27 22:16,58444.40,nan,0.16,0.58,26.44,0.0072,0.0040
2022-07-27 22:18,58448.58,nan,0.17,0.58,26.44,0.0076,0.0040
2022-07-27 22:20,58452.76,nan,0.17,0.58,26.44,0.0077,0.0040
2022-07-27 22:22,58456.94,nan,0.18,0.58,26.44,0.0081,0.0042
2022-07-27 22:24,58461.13,nan,0.18,0.58,26.44,0.0085,0.0042
2022-07-27 22:26,58465.33,nan,0.18,0.58,26.44,0.0086,0.0042
2022-07-27 22:28,58469.53,nan,0.19,0.58,26.44,0.0088,0.0044
2022-07-27 22:30,58473.74,nan,0.20,0.58,26.44,0.0091,0.0045
2022-07-27 22:32,58477.94,nan,0.21,0.58,26.44,0.0101,0.0047
2022-07-27 22:34,58482.16,nan,0.21,0.58,26.44,0.0101,0.0047
2022-07-27 22:36,58486.38,nan,0.21,0.58,26.44,0.0103,0.0047
2022-07-27 22:38,58490.59,nan,0.22,0.58,26.44,0.0108,0.0047
2022-07-27 22:40,58494.82,nan,0.22,0.58,26.44,0.0112,0.0049
2022-07-27 22:42,58499.05,nan,0.23,0.58,26.44,0.0120,0.0049
2022-07-27 22:44,58503.29,nan,0.25,0.58,26.44,0.0128,0.0051
2022-07-27 22:46,58507.53,nan,0.24,0.58,26.44,0.0126,0.0051
2022-07-27 22:48,58511.78,nan,0.25,0.58,26.44,0.0127,0.0052
2022-07-27 22:50,58516.03,nan,0.26,0.58,26.44,0.0134,0.0053
2022-07-27 22:52,58520.29,nan,0.25,0.58,26.44,0.0124,0.0053
2022-07-27 22:54,58524.55,nan,0.26,0.58,26.44,0.0132,0.0054
2022-07-27 22:56,58528.83,nan,0.26,0.58,26.44,0.0134,0.0055
2022-07-27 22:58,58533.11,nan,0.26,0.58,26.44,0.0131,0.0056
2022-07-27 23:00,58537.39,nan,0.28,0.58,26.44,0.0148,0.0059
2022-07-27 23:02,58541.68,nan,0.28,0.58,26.44,0.0151,0.0061
2022-07-27 23:04,58545.97,nan,0.29,0.58,26.45,0.0155,0.0061
2022-07-27 23:06,58550.28,nan,0.29,0.58,26.45,0.0153,0.0062
2022-07-27 23:08,58554.59,nan,0.30,0.58,26.45,0.0158,0.0063
2022-07-27 23:10,58558.89,nan,0.30,0.58,26.45,0.0163,0.0063
2022-07-27 23:12,58563.21,nan,0.30,0.58,26.45,0.0164,0.0063
2022-07-27 23:14,58567.54,nan,0.29,0.58,26.45,0.0156,0.0062
